subject,fold,1,2,3,4,5,6,7,8,9,10,feature drop rate,heuristic quality,planning depth,elo
201:R_3kzZPXnjFGbpt30,3,2.098,0.0040948,0.29565,0.050181,1.1142,0.42547,1.0934,0.74584,3.1739,8.3047,0.29565,0.5139684957817436,5.08309,-111
201:R_3kzZPXnjFGbpt30,4,1.4181,0.0025827,0.18531,0.050737,0.61073,0.51617,0.5612,0.49437,3.4519,9.711,0.18531,0.6296247759689018,6.21771,-111
201:R_3kzZPXnjFGbpt30,5,2.1221,0.018122,0.4747,0.067305,1.0078,0.79415,0.67466,0.90929,4.4314,9.888,0.4747,0.5494697227717991,2.90011,-111
202:R_2OHMsGSLXJZG0Bc,1,19.196,0.01255,0.41821,0.064103,1.0999,0.80566,0.99121,-5.3027,8.96,8.8965,0.41821,0.3089608852854242,2.04307,-43
202:R_2OHMsGSLXJZG0Bc,2,13.631,0.0090737,0.30826,0.11027,1.1322,1.0926,0.71262,-0.35503,3.1972,9.9353,0.30826,0.4334361886812898,2.16271,-43
202:R_2OHMsGSLXJZG0Bc,3,2.8462,0.051645,0.38328,0.050258,1.0307,0.95042,1.1445,0.6141,3.9991,9.9999,0.38328,0.5148389290460493,1.30582,-43
202:R_2OHMsGSLXJZG0Bc,4,16.044,0.0048152,0.50519,0.050594,1.1795,1.0535,2.0825,-6.8005,7.887,9.342,0.50519,0.2648984649405982,3.35642,-43
202:R_2OHMsGSLXJZG0Bc,5,286.31,0.0065399,0.30055,0.050346,1.5454,1.102,1.1651,0.63423,4.2198,9.6204,0.30055,0.4248595382860655,2.69832,-43
208:R_2AST2XkjQUqflkc,1,0.58544,0.001,0.32226,0.13159,1.283,-4.5108,1.4155,-0.69669,6.4024,10.0,0.32226,0.17202242802415055,7.09655,-122
208:R_2AST2XkjQUqflkc,2,90.29,0.97338,0.35452,0.11168,0.92993,0.090132,1.9001,-4.4938,7.4466,7.8377,0.35452,0.32549261941047625,0.000985042,-122
208:R_2AST2XkjQUqflkc,3,4.1479,0.86729,0.06368,0.12866,1.2568,-0.1989,0.93474,-1.9014,5.8348,9.4338,0.06368,0.3729757177081998,0.0182233,-122
